IDTransacao,Data,IDCliente,Genero,Idade,CategoriaProduto,Quantidade,PrecoPorUnidade,ValorTotal,Mes,EhFimDeSemana,FaixaEtaria
6872,2023-12-19,CLIENTE1852,Feminino,32,Eletrônicos,1,250.03,258.59,12,0,Adulto
6873,2023-05-10,CLIENTE1258,Masculino,49,Vestuário,4,156.95,620.78,5,0,MeiaIdade
6874,2023-08-06,CLIENTE1705,Feminino,43,Beleza,1,72.96,66.29,8,1,Adulto
6875,2023-07-27,CLIENTE0061,Masculino,61,Beleza,2,101.45,197.6,7,0,Senior
6876,2023-11-29,CLIENTE0676,Masculino,31,Vestuário,3,471.96,1413.57,11,0,Adulto
6877,2023-06-23,CLIENTE0599,Masculino,54,Vestuário,2,322.36,651.26,6,0,MeiaIdade
6878,2023-11-16,CLIENTE0304,Masculino,47,Beleza,3,93.76,287.42,11,0,MeiaIdade
6879,2023-11-15,CLIENTE0001,Masculino,38,Vestuário,4,450.06,1798.51,11,0,Adulto
6880,2023-09-08,CLIENTE1527,Feminino,70,Beleza,4,40.79,155.26,9,0,Senior
6881,2023-01-24,CLIENTE1449,Masculino,43,Beleza,1,29.88,32.35,1,0,Adulto
6882,2023-10-25,CLIENTE0224,Feminino,55,Beleza,2,21.09,37.16,10,0,MeiaIdade
6883,2023-08-23,CLIENTE1977,Masculino,51,Beleza,4,132.44,536.85,8,0,MeiaIdade
6884,2023-05-24,CLIENTE0129,Masculino,54,Beleza,3,124.55,380.71,5,0,MeiaIdade
6885,2023-02-13,CLIENTE0219,Feminino,59,Beleza,3,117.17,351,2,0,MeiaIdade
6886,2023-04-25,CLIENTE0980,Feminino,63,Eletrônicos,2,152.03,312.77,4,0,Senior
6887,2023-09-21,CLIENTE0248,Masculino,35,Vestuário,4,357.87,1435.27,9,0,Adulto
6888,2023-11-28,CLIENTE1924,Feminino,62,Vestuário,2,265,527.35,11,0,Senior
6889,2023-03-01,CLIENTE1183,Feminino,43,Vestuário,1,412.33,406.83,3,0,Adulto
6890,2023-03-13,CLIENTE0673,Feminino,49,Beleza,1,74.07,69.4,3,0,MeiaIdade
6891,2023-11-11,CLIENTE1176,Feminino,45,Vestuário,1,210.49,216.85,11,1,Adulto
6892,2023-12-24,CLIENTE1915,Masculino,60,Eletrônicos,1,133.16,129.88,12,1,MeiaIdade
6893,2023-04-22,CLIENTE0806,Feminino,41,Eletrônicos,1,322.28,320.7,4,1,Adulto
6894,2023-05-05,CLIENTE0009,Masculino,51,Eletrônicos,3,285.57,855.14,5,0,MeiaIdade
6895,2023-08-02,CLIENTE1687,Feminino,23,Vestuário,1,564.23,563.95,8,0,Jovem
6896,2023-10-04,CLIENTE1371,Feminino,37,Beleza,3,106.63,312.48,10,0,Adulto
6897,2023-12-16,CLIENTE1499,Masculino,67,Beleza,1,46.2,54.94,12,1,Senior
6898,2023-05-17,CLIENTE1950,Feminino,20,Eletrônicos,1,227.61,230.92,5,0,Jovem
6899,2023-06-11,CLIENTE0551,Masculino,24,Vestuário,4,95.93,378.67,6,1,Jovem
6900,2023-10-26,CLIENTE1607,Masculino,47,Vestuário,2,469.64,936.28,10,0,MeiaIdade
6901,2023-03-05,CLIENTE0757,Feminino,69,Eletrônicos,2,27.8,62.55,3,1,Senior
6902,2023-11-15,CLIENTE1723,Masculino,65,Beleza,2,42.7,88.3,11,0,Senior
6903,2023-07-13,CLIENTE0966,Masculino,53,Vestuário,1,567.88,570.92,7,0,MeiaIdade
6904,2023-12-22,CLIENTE1583,Feminino,18,Vestuário,1,485.45,488.88,12,0,Jovem
6905,2023-04-17,CLIENTE1355,Masculino,42,Eletrônicos,1,305.59,298.62,4,0,Adulto
6906,2023-05-05,CLIENTE0018,Masculino,20,Vestuário,2,222,444.75,5,0,Jovem
6907,2023-03-01,CLIENTE0155,Masculino,65,Beleza,4,44.77,183.45,3,0,Senior
6908,2023-11-13,CLIENTE1745,Masculino,57,Eletrônicos,1,91.61,99.99,11,0,MeiaIdade
6909,2023-05-09,CLIENTE1541,Feminino,44,Vestuário,1,70.22,72.07,5,0,Adulto
6910,2023-08-16,CLIENTE1323,Masculino,43,Beleza,3,126.98,385.16,8,0,Adulto
6911,2023-11-16,CLIENTE0065,Feminino,42,Beleza,1,133.53,141.69,11,0,Adulto
6912,2023-09-13,CLIENTE0431,Feminino,68,Vestuário,4,400.3,1608.06,9,0,Senior
6913,2023-06-25,CLIENTE1191,Feminino,62,Beleza,3,100.8,307.98,6,1,Senior
6914,2023-09-30,CLIENTE0994,Feminino,63,Beleza,1,25.47,34.81,9,1,Senior
6915,2023-10-12,CLIENTE0949,Masculino,43,Beleza,1,48.82,50,10,0,Adulto
6916,2023-01-23,CLIENTE1503,Feminino,65,Eletrônicos,5,201.07,997.72,1,0,Senior
6917,2023-02-16,CLIENTE1412,Masculino,59,Vestuário,1,393.14,399.71,2,0,MeiaIdade
6918,2023-09-18,CLIENTE0734,Masculino,52,Beleza,1,82.29,90.78,9,0,MeiaIdade
6919,2023-10-22,CLIENTE1016,Feminino,28,Vestuário,5,106.94,536.65,10,1,Adulto
6920,2023-02-24,CLIENTE1970,Feminino,40,Beleza,1,105.13,105.28,2,0,Adulto
6921,2023-07-29,CLIENTE1251,Masculino,40,Vestuário,1,154.18,160.59,7,1,Adulto
6922,2023-11-22,CLIENTE1441,Feminino,40,Eletrônicos,5,270.42,1360.62,11,0,Adulto
6923,2023-04-29,CLIENTE1060,Feminino,60,Vestuário,1,294.68,288.66,4,1,MeiaIdade
6924,2023-11-13,CLIENTE1220,Feminino,31,Beleza,1,112.79,118.99,11,0,Adulto
6925,2023-04-17,CLIENTE0851,Feminino,20,Beleza,5,49.17,240.74,4,0,Jovem
6926,2023-03-29,CLIENTE0579,Feminino,57,Vestuário,2,139.47,275.75,3,0,MeiaIdade
6927,2023-07-23,CLIENTE1161,Feminino,28,Vestuário,5,53.3,274.88,7,1,Adulto
6928,2023-05-29,CLIENTE0065,Masculino,65,Eletrônicos,5,299.91,1491.09,5,0,Senior
6929,2023-11-02,CLIENTE0913,Feminino,45,Vestuário,3,423.16,1269.59,11,0,Adulto
6930,2023-10-03,CLIENTE1156,Masculino,24,Eletrônicos,1,26.58,20.33,10,0,Jovem
6931,2023-09-22,CLIENTE0064,Masculino,50,Vestuário,2,180.84,368.68,9,0,MeiaIdade
6932,2023-07-26,CLIENTE1798,Masculino,20,Eletrônicos,1,77.18,80.97,7,0,Jovem
6933,2023-04-26,CLIENTE0013,Masculino,55,Beleza,1,88.91,80.19,4,0,MeiaIdade
6934,2023-12-15,CLIENTE0358,Masculino,64,Beleza,2,55.04,116.02,12,0,Senior
6935,2023-06-13,CLIENTE0453,Masculino,68,Vestuário,4,248.38,999.27,6,0,Senior
6936,2023-07-04,CLIENTE1324,Masculino,28,Vestuário,1,404.15,399.91,7,0,Adulto
6937,2023-06-25,CLIENTE1096,Masculino,40,Beleza,1,25.22,25.72,6,1,Adulto
6938,2023-06-27,CLIENTE1391,Masculino,26,Beleza,1,33.13,41.28,6,0,Adulto
6939,2023-05-29,CLIENTE1153,Feminino,52,Beleza,4,138.41,558.52,5,0,MeiaIdade
6940,2023-04-04,CLIENTE0002,Feminino,52,Eletrônicos,1,29.16,31.28,4,0,MeiaIdade
6941,2023-06-07,CLIENTE1778,Feminino,31,Beleza,1,143.29,137.9,6,0,Adulto
6942,2023-08-15,CLIENTE1698,Masculino,64,Beleza,1,114.77,124.72,8,0,Senior
6943,2023-10-27,CLIENTE1665,Feminino,58,Vestuário,1,86.86,80.79,10,0,MeiaIdade
6944,2023-03-18,CLIENTE0829,Masculino,55,Beleza,1,92.79,90.31,3,1,MeiaIdade
6945,2023-08-01,CLIENTE1289,Masculino,28,Eletrônicos,1,134.08,124.57,8,0,Adulto
6946,2023-03-30,CLIENTE1587,Masculino,20,Beleza,2,52.59,107.11,3,0,Jovem
6947,2023-07-14,CLIENTE0665,Feminino,28,Vestuário,3,555,1660.31,7,0,Adulto
6948,2023-05-07,CLIENTE1744,Feminino,26,Vestuário,2,290.43,586.05,5,1,Adulto
6949,2023-01-18,CLIENTE1376,Feminino,50,Vestuário,1,108.52,111.49,1,0,MeiaIdade
6950,2023-07-01,CLIENTE0222,Masculino,23,Vestuário,1,575.47,580.39,7,1,Jovem
6951,2023-09-28,CLIENTE0976,Masculino,42,Vestuário,2,543.95,1077.91,9,0,Adulto
6952,2023-05-26,CLIENTE1092,Masculino,18,Beleza,4,104.1,420.4,5,0,Jovem
6953,2023-04-02,CLIENTE0453,Masculino,35,Vestuário,1,502.23,506.29,4,1,Adulto
6954,2023-10-04,CLIENTE1780,Masculino,70,Eletrônicos,1,161.22,157.37,10,0,Senior
6955,2023-11-10,CLIENTE0379,Masculino,43,Vestuário,4,359.79,1436.61,11,0,Adulto
6956,2023-01-03,CLIENTE0399,Feminino,58,Vestuário,2,33.77,76.38,1,0,MeiaIdade
6957,2023-09-15,CLIENTE1761,Masculino,34,Beleza,2,113.25,230.7,9,0,Adulto
6958,2023-08-20,CLIENTE1875,Masculino,47,Vestuário,1,343.56,353.17,8,1,MeiaIdade
6959,2023-11-28,CLIENTE0743,Feminino,47,Vestuário,5,583.07,2922.99,11,0,MeiaIdade
6960,2023-03-19,CLIENTE1598,Masculino,54,Vestuário,4,269.16,1073.37,3,1,MeiaIdade
6961,2023-01-15,CLIENTE0957,Masculino,41,Vestuário,1,195.9,198.53,1,1,Adulto
6962,2023-10-16,CLIENTE0258,Feminino,46,Vestuário,2,251.91,500.91,10,0,MeiaIdade
6963,2023-02-22,CLIENTE1058,Feminino,67,Eletrônicos,3,155.94,467.73,2,0,Senior
6964,2023-03-16,CLIENTE1304,Feminino,22,Beleza,2,75.84,156.72,3,0,Jovem
6965,2023-05-16,CLIENTE1797,Feminino,24,Vestuário,3,293.53,884.16,5,0,Jovem
6966,2023-03-12,CLIENTE0248,Masculino,66,Eletrônicos,1,199.7,193.82,3,1,Senior
6967,2023-08-21,CLIENTE0913,Feminino,21,Vestuário,1,457.72,466.97,8,0,Jovem
6968,2023-03-11,CLIENTE0178,Feminino,33,Beleza,5,94.85,466.44,3,1,Adulto
6969,2023-06-15,CLIENTE1087,Masculino,34,Beleza,2,110.79,213.71,6,0,Adulto
6970,2023-11-30,CLIENTE1001,Masculino,49,Vestuário,1,95.33,100.31,11,0,MeiaIdade
6971,2023-09-18,CLIENTE1751,Masculino,57,Vestuário,2,220.11,432.81,9,0,MeiaIdade
6972,2023-09-16,CLIENTE1581,Masculino,63,Eletrônicos,3,201.67,605.71,9,1,Senior
6973,2023-12-03,CLIENTE0575,Masculino,62,Vestuário,2,425.66,849.35,12,1,Senior
6974,2023-11-26,CLIENTE0864,Masculino,68,Vestuário,2,159.43,326.49,11,1,Senior
6975,2023-09-13,CLIENTE0731,Masculino,60,Vestuário,5,440.67,2196.55,9,0,MeiaIdade
6976,2023-12-31,CLIENTE1983,Masculino,35,Eletrônicos,2,237.21,469.31,12,1,Adulto
6977,2023-12-13,CLIENTE0952,Feminino,41,Vestuário,3,576.31,1736.37,12,0,Adulto
6978,2023-02-16,CLIENTE1217,Masculino,58,Vestuário,2,361.54,717.25,2,0,MeiaIdade
6979,2023-04-03,CLIENTE1000,Feminino,60,Beleza,1,40.07,44.92,4,0,MeiaIdade
6980,2023-08-20,CLIENTE0720,Masculino,43,Vestuário,3,517.83,1543.89,8,1,Adulto
6981,2023-01-07,CLIENTE1040,Feminino,35,Beleza,1,55.17,47.21,1,1,Adulto
6982,2023-08-27,CLIENTE0830,Feminino,38,Vestuário,3,532.11,1603.76,8,1,Adulto
6983,2023-04-06,CLIENTE0348,Masculino,40,Eletrônicos,2,222.99,444,4,0,Adulto
6984,2023-08-09,CLIENTE0815,Masculino,56,Vestuário,3,198.74,594.36,8,0,MeiaIdade
6985,2023-03-08,CLIENTE1051,Masculino,42,Eletrônicos,3,182.36,542,3,0,Adulto
6986,2023-08-19,CLIENTE0076,Feminino,24,Beleza,1,133.53,126.9,8,1,Jovem
6987,2023-10-12,CLIENTE0371,Feminino,30,Vestuário,2,131,255.99,10,0,Adulto
6988,2023-02-14,CLIENTE1972,Masculino,58,Vestuário,1,222.37,228.15,2,0,MeiaIdade
6989,2023-05-11,CLIENTE0912,Masculino,66,Beleza,3,139.4,422.89,5,0,Senior
6990,2023-03-17,CLIENTE1875,Feminino,51,Beleza,3,29.15,78.1,3,0,MeiaIdade
6991,2023-05-22,CLIENTE0503,Masculino,42,Vestuário,4,282.88,1131.07,5,0,Adulto
6992,2023-02-11,CLIENTE0977,Masculino,27,Eletrônicos,3,177.76,534.12,2,1,Adulto
6993,2023-03-08,CLIENTE1993,Feminino,22,Beleza,2,90.1,180.15,3,0,Jovem
6994,2023-08-23,CLIENTE0281,Feminino,68,Beleza,2,59.63,129.05,8,0,Senior
6995,2023-02-05,CLIENTE0503,Masculino,31,Vestuário,4,288.73,1160.93,2,1,Adulto
6996,2023-10-18,CLIENTE1541,Masculino,45,Beleza,2,130.17,258.71,10,0,Adulto
6997,2023-07-26,CLIENTE0487,Feminino,56,Beleza,1,73.3,67.47,7,0,MeiaIdade
6998,2023-12-12,CLIENTE0580,Masculino,64,Vestuário,2,113.16,233.65,12,0,Senior
6999,2023-07-06,CLIENTE1869,Feminino,33,Eletrônicos,1,306.86,299.2,7,0,Adulto
7000,2023-11-29,CLIENTE1337,Masculino,24,Vestuário,4,453.84,1822.57,11,0,Jovem
7001,2023-06-29,CLIENTE0716,Masculino,31,Beleza,1,91.79,95.6,6,0,Adulto
7002,2023-02-13,CLIENTE0395,Masculino,20,Eletrônicos,2,274.45,542.4,2,0,Jovem
7003,2023-08-17,CLIENTE0732,Feminino,29,Vestuário,1,501.26,504.06,8,0,Adulto
7004,2023-06-18,CLIENTE0014,Feminino,63,Vestuário,1,401.74,408.78,6,1,Senior
7005,2023-07-04,CLIENTE1297,Feminino,48,Vestuário,5,237.61,1189.93,7,0,MeiaIdade
7006,2023-07-29,CLIENTE1454,Masculino,70,Vestuário,2,177.07,360.13,7,1,Senior
7007,2023-04-23,CLIENTE0292,Feminino,42,Beleza,1,78.35,68.93,4,1,Adulto
7008,2023-10-17,CLIENTE0200,Masculino,55,Vestuário,1,155.43,147.59,10,0,MeiaIdade
7009,2023-11-18,CLIENTE1245,Feminino,56,Eletrônicos,1,312.11,304.38,11,1,MeiaIdade
7010,2023-04-03,CLIENTE0596,Feminino,32,Vestuário,1,598.86,593.76,4,0,Adulto
7011,2023-08-02,CLIENTE0216,Feminino,31,Vestuário,2,324.43,639.63,8,0,Adulto
7012,2023-10-11,CLIENTE1129,Feminino,35,Vestuário,1,552.08,559.15,10,0,Adulto
7013,2023-12-12,CLIENTE1213,Masculino,65,Vestuário,1,256.05,263.87,12,0,Senior
7014,2023-03-19,CLIENTE1266,Masculino,44,Vestuário,2,104.38,209.03,3,1,Adulto
7015,2023-02-06,CLIENTE1668,Masculino,35,Eletrônicos,2,195.15,393,2,0,Adulto
7016,2023-02-22,CLIENTE0446,Masculino,35,Beleza,3,40.45,126.21,2,0,Adulto
7017,2023-10-26,CLIENTE0357,Feminino,40,Eletrônicos,3,125.32,380.89,10,0,Adulto
7018,2023-05-29,CLIENTE0127,Masculino,44,Vestuário,1,315.3,322.04,5,0,Adulto
7019,2023-11-17,CLIENTE1027,Masculino,55,Vestuário,1,449.75,450.92,11,0,MeiaIdade
7020,2023-04-02,CLIENTE1222,Feminino,43,Beleza,1,101.73,100.1,4,1,Adulto
7021,2023-07-15,CLIENTE0795,Feminino,43,Vestuário,5,281.06,1413.52,7,1,Adulto
7022,2023-04-26,CLIENTE0115,Feminino,70,Vestuário,2,472.52,939.69,4,0,Senior
7023,2023-05-14,CLIENTE1054,Feminino,62,Vestuário,3,187.01,552.44,5,1,Senior
7024,2023-02-28,CLIENTE1027,Feminino,53,Vestuário,3,568.54,1696.61,2,0,MeiaIdade
7025,2023-11-24,CLIENTE1248,Masculino,52,Beleza,2,64.58,134.24,11,0,MeiaIdade
7026,2023-08-06,CLIENTE0907,Masculino,67,Beleza,2,88.85,177.59,8,1,Senior
7027,2023-01-24,CLIENTE0092,Masculino,53,Eletrônicos,1,284.05,281.34,1,0,MeiaIdade
7028,2023-10-21,CLIENTE0320,Masculino,32,Beleza,1,105.89,99.42,10,1,Adulto
7029,2023-09-08,CLIENTE1573,Masculino,32,Beleza,2,86.54,176.36,9,0,Adulto
7030,2023-03-24,CLIENTE0016,Masculino,55,Beleza,2,63.23,117.45,3,0,MeiaIdade
7031,2023-12-23,CLIENTE1655,Masculino,29,Eletrônicos,4,287.48,1140.16,12,1,Adulto
7032,2023-07-17,CLIENTE1566,Masculino,41,Vestuário,2,172.15,337.91,7,0,Adulto
7033,2023-04-10,CLIENTE1507,Feminino,47,Beleza,2,43.15,82.13,4,0,MeiaIdade
7034,2023-04-27,CLIENTE1095,Masculino,63,Vestuário,1,217.31,213.26,4,0,Senior
7035,2023-06-28,CLIENTE1857,Masculino,61,Beleza,3,25.49,70.8,6,0,Senior
7036,2023-07-27,CLIENTE0229,Feminino,48,Vestuário,1,474.88,470.95,7,0,MeiaIdade
7037,2023-03-17,CLIENTE0257,Masculino,35,Eletrônicos,2,125.68,261.04,3,0,Adulto
7038,2023-10-08,CLIENTE0042,Feminino,65,Vestuário,2,191.04,384.2,10,1,Senior
7039,2023-05-06,CLIENTE1278,Feminino,62,Beleza,4,74.43,298.38,5,1,Senior
7040,2023-07-25,CLIENTE0379,Masculino,41,Vestuário,2,423.48,851.74,7,0,Adulto
7041,2023-07-18,CLIENTE1472,Feminino,53,Vestuário,2,253.81,498.28,7,0,MeiaIdade
7042,2023-03-28,CLIENTE1014,Masculino,31,Beleza,1,95.79,97.68,3,0,Adulto
7043,2023-07-01,CLIENTE1704,Feminino,58,Eletrônicos,1,73.44,76.23,7,1,MeiaIdade
7044,2023-01-23,CLIENTE1700,Feminino,50,Beleza,1,46.79,51.43,1,0,MeiaIdade
7045,2023-02-03,CLIENTE1719,Masculino,35,Beleza,4,74.47,294.42,2,0,Adulto
7046,2023-10-21,CLIENTE0668,Masculino,66,Beleza,2,30.3,64.45,10,1,Senior
7047,2023-06-04,CLIENTE1928,Masculino,46,Eletrônicos,2,199.8,397.82,6,1,MeiaIdade
7048,2023-04-21,CLIENTE0654,Masculino,40,Eletrônicos,1,196.71,194.71,4,0,Adulto
7049,2023-05-27,CLIENTE0610,Feminino,35,Eletrônicos,2,278.85,547.73,5,1,Adulto
7050,2023-07-03,CLIENTE1980,Masculino,49,Beleza,1,133.09,136.63,7,0,MeiaIdade
7051,2023-06-03,CLIENTE1253,Masculino,18,Vestuário,1,559.01,558.84,6,1,Jovem
7052,2023-10-22,CLIENTE0864,Masculino,25,Beleza,1,112.6,109.39,10,1,Jovem
7053,2023-11-19,CLIENTE0961,Feminino,65,Eletrônicos,1,110.29,117.84,11,1,Senior
7054,2023-03-25,CLIENTE0008,Masculino,54,Vestuário,1,552.7,555.16,3,1,MeiaIdade
7055,2023-07-26,CLIENTE1795,Masculino,24,Beleza,2,53.41,101.52,7,0,Jovem
7056,2023-09-19,CLIENTE1188,Masculino,23,Vestuário,5,281.06,1397.14,9,0,Jovem
7057,2023-08-31,CLIENTE0340,Feminino,50,Vestuário,1,221.2,227.84,8,0,MeiaIdade
7058,2023-07-30,CLIENTE1093,Feminino,38,Vestuário,1,411.58,404.85,7,1,Adulto
7059,2023-03-18,CLIENTE0621,Masculino,46,Beleza,2,80.48,157.69,3,1,MeiaIdade
7060,2023-05-06,CLIENTE0075,Masculino,52,Vestuário,1,544.79,540.9,5,1,MeiaIdade
7061,2023-05-15,CLIENTE0096,Masculino,63,Beleza,2,101.48,200.79,5,0,Senior
7062,2023-09-09,CLIENTE1191,Masculino,29,Beleza,3,134.69,399.8,9,1,Adulto
7063,2023-11-26,CLIENTE1434,Masculino,66,Beleza,1,91.99,85.63,11,1,Senior
7064,2023-05-18,CLIENTE1085,Masculino,19,Vestuário,1,539.52,543.32,5,0,Jovem
7065,2023-02-13,CLIENTE0421,Feminino,22,Vestuário,2,255.01,510.64,2,0,Jovem
7066,2023-02-28,CLIENTE0757,Masculino,56,Vestuário,2,230.39,470.5,2,0,MeiaIdade
7067,2023-08-29,CLIENTE1316,Feminino,57,Beleza,1,55.25,50.7,8,0,MeiaIdade
7068,2023-03-26,CLIENTE1277,Feminino,39,Beleza,2,86.81,172.79,3,1,Adulto
7069,2023-01-08,CLIENTE1362,Feminino,50,Vestuário,1,58.21,55.93,1,1,MeiaIdade
7070,2023-01-05,CLIENTE1162,Feminino,63,Eletrônicos,4,341,1360.22,1,0,Senior
7071,2023-09-09,CLIENTE0028,Masculino,53,Beleza,5,137.43,679.03,9,1,MeiaIdade
7072,2023-04-16,CLIENTE0181,Masculino,66,Eletrônicos,4,191.75,763.36,4,1,Senior
7073,2023-06-20,CLIENTE0872,Masculino,59,Eletrônicos,1,256.98,248.44,6,0,MeiaIdade
7074,2023-09-19,CLIENTE1402,Feminino,31,Beleza,3,66.01,195.31,9,0,Adulto
7075,2023-11-19,CLIENTE1816,Feminino,33,Vestuário,2,463.16,932.36,11,1,Adulto
7076,2023-01-12,CLIENTE1912,Masculino,39,Beleza,2,119.48,243.37,1,0,Adulto
7077,2023-08-06,CLIENTE0175,Feminino,31,Beleza,2,94.02,186.88,8,1,Adulto
7078,2023-01-22,CLIENTE0353,Masculino,50,Vestuário,1,346.57,337.67,1,1,MeiaIdade
7079,2023-05-23,CLIENTE0725,Feminino,54,Beleza,1,77.91,74.74,5,0,MeiaIdade
7080,2023-12-12,CLIENTE1925,Feminino,69,Vestuário,1,268.78,258.79,12,0,Senior
7081,2023-01-01,CLIENTE0817,Masculino,28,Beleza,4,73.02,289.78,1,1,Adulto
7082,2023-09-15,CLIENTE0503,Feminino,42,Vestuário,2,141.15,281.55,9,0,Adulto
7083,2023-07-09,CLIENTE1582,Feminino,53,Vestuário,2,196.43,388.9,7,1,MeiaIdade
7084,2023-05-18,CLIENTE0588,Masculino,64,Vestuário,1,215.21,222.03,5,0,Senior
7085,2023-11-29,CLIENTE1056,Masculino,54,Vestuário,4,591.84,2372,11,0,MeiaIdade
7086,2023-05-09,CLIENTE0850,Feminino,49,Vestuário,2,265.01,532.4,5,0,MeiaIdade
7087,2023-08-30,CLIENTE0911,Masculino,48,Beleza,1,40.07,32.38,8,0,MeiaIdade
7088,2023-04-02,CLIENTE1202,Feminino,64,Eletrônicos,1,72.78,75.22,4,1,Senior
7089,2023-08-13,CLIENTE1685,Feminino,65,Eletrônicos,2,51.67,108.29,8,1,Senior
7090,2023-03-12,CLIENTE0281,Feminino,38,Vestuário,1,345.45,345.75,3,1,Adulto
7091,2023-05-26,CLIENTE1442,Masculino,24,Vestuário,3,83.3,240.8,5,0,Jovem
7092,2023-09-29,CLIENTE1634,Masculino,26,Eletrônicos,2,130.15,263,9,0,Adulto
7093,2023-10-15,CLIENTE1291,Masculino,26,Vestuário,3,479.37,1445.87,10,1,Adulto
7094,2023-09-13,CLIENTE0252,Masculino,43,Beleza,2,148.26,301.56,9,0,Adulto
7095,2023-02-01,CLIENTE0128,Feminino,20,Beleza,3,129.32,391.22,2,0,Jovem
7096,2023-01-16,CLIENTE0935,Feminino,68,Eletrônicos,1,186.93,177.67,1,0,Senior
7097,2023-09-05,CLIENTE0668,Feminino,28,Beleza,1,142.63,137.51,9,0,Adulto
7098,2023-08-08,CLIENTE0625,Masculino,52,Vestuário,2,574.48,1158.47,8,0,MeiaIdade
7099,2023-07-26,CLIENTE0763,Feminino,27,Eletrônicos,4,53.79,218.31,7,0,Adulto
7100,2023-08-01,CLIENTE0387,Feminino,40,Beleza,2,23.94,42.26,8,0,Adulto
7101,2023-04-15,CLIENTE1002,Masculino,28,Eletrônicos,1,103.15,105.95,4,1,Adulto
7102,2023-03-13,CLIENTE0378,Masculino,19,Eletrônicos,1,255.25,255.85,3,0,Jovem
7103,2023-04-17,CLIENTE1899,Masculino,53,Vestuário,1,119.65,126.91,4,0,MeiaIdade
7104,2023-06-16,CLIENTE1945,Feminino,67,Vestuário,2,377.98,749.27,6,0,Senior
7105,2023-11-02,CLIENTE1790,Masculino,41,Beleza,1,123.38,130.46,11,0,Adulto
7106,2023-11-14,CLIENTE1730,Feminino,48,Vestuário,1,249.77,256.11,11,0,MeiaIdade
7107,2023-05-19,CLIENTE0790,Feminino,63,Beleza,1,49.74,59.71,5,0,Senior
7108,2023-11-05,CLIENTE0984,Masculino,46,Beleza,1,121.73,115.01,11,1,MeiaIdade
7109,2023-04-10,CLIENTE1060,Feminino,38,Beleza,1,55.42,63.6,4,0,Adulto
7110,2023-09-05,CLIENTE1433,Feminino,57,Vestuário,2,374.47,750.74,9,0,MeiaIdade
7111,2023-01-04,CLIENTE0080,Feminino,67,Beleza,4,136.95,551.43,1,0,Senior
7112,2023-09-22,CLIENTE1752,Masculino,23,Vestuário,1,212.34,215.96,9,0,Jovem
7113,2023-03-06,CLIENTE0300,Feminino,21,Eletrônicos,1,29.66,23.27,3,0,Jovem
7114,2023-03-15,CLIENTE0477,Feminino,58,Vestuário,3,541.73,1621.23,3,0,MeiaIdade
7115,2023-02-06,CLIENTE0242,Feminino,68,Eletrônicos,1,252.98,243.07,2,0,Senior
7116,2023-07-31,CLIENTE0260,Masculino,37,Eletrônicos,4,180.4,718.99,7,0,Adulto
7117,2023-12-11,CLIENTE0551,Feminino,47,Vestuário,2,514.7,1038.26,12,0,MeiaIdade
7118,2023-02-21,CLIENTE0236,Masculino,63,Vestuário,1,62.94,69.37,2,0,Senior
7119,2023-07-04,CLIENTE0320,Masculino,41,Eletrônicos,2,253.34,500.14,7,0,Adulto
7120,2023-03-22,CLIENTE0160,Masculino,36,Vestuário,3,76.46,220.27,3,0,Adulto
7121,2023-01-19,CLIENTE0313,Feminino,64,Eletrônicos,3,167.62,493.55,1,0,Senior
7122,2023-06-18,CLIENTE0220,Masculino,55,Beleza,3,87.35,268.96,6,1,MeiaIdade
7123,2023-12-08,CLIENTE1654,Masculino,33,Beleza,1,120.6,119.31,12,0,Adulto
7124,2023-01-04,CLIENTE1717,Feminino,21,Eletrônicos,1,213.7,217.98,1,0,Jovem
7125,2023-10-13,CLIENTE0744,Feminino,22,Vestuário,1,548.99,541.52,10,0,Jovem
7126,2023-02-25,CLIENTE1220,Masculino,36,Beleza,1,64.9,58.66,2,1,Adulto
7127,2023-02-01,CLIENTE0736,Masculino,30,Eletrônicos,1,108.27,104.28,2,0,Adulto
7128,2023-11-14,CLIENTE0471,Feminino,34,Eletrônicos,1,72.95,75.6,11,0,Adulto
7129,2023-08-11,CLIENTE0941,Masculino,19,Vestuário,1,462.86,464.46,8,0,Jovem
7130,2023-03-19,CLIENTE1440,Feminino,32,Beleza,3,144.14,439.2,3,1,Adulto
7131,2023-04-28,CLIENTE0188,Masculino,54,Eletrônicos,1,69.23,77.92,4,0,MeiaIdade
7132,2023-04-07,CLIENTE1339,Feminino,47,Vestuário,4,344.61,1376.59,4,0,MeiaIdade
7133,2023-05-27,CLIENTE0605,Feminino,37,Beleza,2,98.86,205.15,5,1,Adulto
7134,2023-11-19,CLIENTE1495,Feminino,58,Vestuário,3,322.56,975.98,11,1,MeiaIdade
7135,2023-11-19,CLIENTE1792,Masculino,22,Vestuário,2,68.55,146.65,11,1,Jovem
7136,2023-03-23,CLIENTE0672,Feminino,29,Beleza,3,127.46,383.86,3,0,Adulto
7137,2023-09-12,CLIENTE1373,Feminino,26,Vestuário,3,301.56,906.02,9,0,Adulto
7138,2023-06-09,CLIENTE1161,Feminino,56,Eletrônicos,2,189.64,373.22,6,0,MeiaIdade
7139,2023-09-24,CLIENTE0612,Feminino,32,Eletrônicos,2,52.91,110.24,9,1,Adulto
